pokedexNumber,pokemon,form,originRegionToCatchIn,originGamesToCatchIn,notes,spriteKey
438,Bonsly,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,438
439,Mime Jr.,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,439
440,Happiny,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,440
441,Chatot,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,441
442,Spiritomb,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,442
443,Gible,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,443
443,Gible,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,443
444,Gabite,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,444
444,Gabite,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,444
445,Garchomp,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,445
445,Garchomp,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,445
446,Munchlax,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,446
447,Riolu,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,447
448,Lucario,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,448
449,Hippopotas,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,449
449,Hippopotas,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,449
450,Hippowdon,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,450
450,Hippowdon,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,450
451,Skorupi,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,451
452,Drapion,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,452
453,Croagunk,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,453
453,Croagunk,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,453
454,Toxicroak,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,454
454,Toxicroak,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,454
455,Carnivine,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,455
456,Finneon,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,456
456,Finneon,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,456
457,Lumineon,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,457
457,Lumineon,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,457
458,Mantyke,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,458
459,Snover,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,459
459,Snover,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,459
460,Abomasnow,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,460
460,Abomasnow,Female,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,460
461,Weavile,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,461
461,Weavile,Female,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,461
462,Magnezone,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,462
463,Lickilicky,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,463
464,Rhyperior,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,464
464,Rhyperior,Female,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,464
465,Tangrowth,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,465
465,Tangrowth,Female,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,465
466,Electivire,,Kanto,Red/LG: Pikachu/LG: Eevee,,466
467,Magmortar,,Kanto,Blue/LG: Pikachu/LG: Eevee,,467
468,Togekiss,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,468
469,Yanmega,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,469
470,Leafeon,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,470
471,Glaceon,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,471
472,Gliscor,,Johto,Gold/Crystal/Heart Gold,,472
473,Mamoswine,,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,473
473,Mamoswine,Female,Johto,Gold/Silver/Crystal/Heart Gold/Soul Silver,,473
474,Porygon-Z,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,474
475,Gallade,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,475
476,Probopass,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,476
477,Dusknoir,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,477
478,Froslass,,Hoenn,Ruby/Sapphire/Emerald/Omega Ruby/Alpha Sapphire,,478
479,Rotom,Lightbulb,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,479
479,Rotom,Oven,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,10008
479,Rotom,Washer,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,10009
479,Rotom,Fridge,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,10010
479,Rotom,Fan,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,10011
479,Rotom,Mower,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,10012
480,Uxie,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,480
481,Mesprit,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,481
482,Azelf,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,482
483,Dialga,,Sinnoh,Diamond/Platinum/Brilliant Diamond,,483
484,Palkia,,Sinnoh,Pearl/Platinum/Shining Pearl,,484
485,Heatran,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,485
486,Regigigas,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,486
487,Giratina,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,487
488,Cresselia,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,488
489,Phione,,Sinnoh,Diamond/Pearl/Platinum/Legends: Arceus,,489
490,Manaphy,,Sinnoh,Diamond/Pearl/Platinum/Legends: Arceus,,490
491,Darkrai,,Sinnoh,Diamond/Pearl/Platinum/Legends: Arceus,,491
492,Shaymin,Normal Form,Sinnoh,Diamond/Pearl/Platinum/Legends: Arceus,,492
492,Shaymin,Sky Form,Sinnoh,Diamond/Pearl/Platinum/Legends: Arceus,,10006
493,Arceus,,Sinnoh,Diamond/Pearl/Platinum/Brilliant Diamond/Shining Pearl,,493
494,Victini,,Unova,Black/White,,494
495,Snivy,,Unova,Black/White/Black 2/White 2,,495
496,Servine,,Unova,Black/White/Black 2/White 2,,496
497,Serperior,,Unova,Black/White/Black 2/White 2,,497
498,Tepig,,Unova,Black/White/Black 2/White 2,,498
499,Pignite,,Unova,Black/White/Black 2/White 2,,499
500,Emboar,,Unova,Black/White/Black 2/White 2,,500
501,Oshawott,,Unova,Black/White/Black 2/White 2,Catch 2 (one for hisui),501
502,Dewott,,Unova,Black/White/Black 2/White 2,,502
503,Samurott,,Unova,Black/White/Black 2/White 2,,503
503,Samurott,Hisuian,Unova,Black/White/Black 2/White 2,,10236
504,Patrat,,Unova,Black/White/Black 2/White 2,,504
505,Watchog,,Unova,Black/White/Black 2/White 2,,505
506,Lillipup,,Unova,Black/White/Black 2/White 2,,506
507,Herdier,,Unova,Black/White/Black 2/White 2,,507
508,Stoutland,,Unova,Black/White/Black 2/White 2,,508
509,Purrloin,,Unova,Black/White/Black 2/White 2,,509
510,Liepard,,Unova,Black/White/Black 2/White 2,,510
511,Pansage,,Unova,Black/White/Black 2/White 2,,511
512,Simisage,,Unova,Black/White/Black 2/White 2,,512
513,Pansear,,Unova,Black/White/Black 2/White 2,,513
514,Simisear,,Unova,Black/White/Black 2/White 2,,514
515,Panpour,,Unova,Black/White/Black 2/White 2,,515
516,Simipour,,Unova,Black/White/Black 2/White 2,,516
517,Munna,,Unova,Black/White/Black 2/White 2,,517
518,Musharna,,Unova,Black/White/Black 2/White 2,,518
519,Pidove,,Unova,Black/White/Black 2/White 2,,519
520,Tranquill,,Unova,Black/White/Black 2/White 2,,520
521,Unfezant,,Unova,Black/White/Black 2/White 2,,521
521,Unfezant,Female,Unova,Black/White/Black 2/White 2,,521
522,Blitzle,,Unova,Black/White/Black 2/White 2,,522
523,Zebstrika,,Unova,Black/White/Black 2/White 2,,523
524,Roggenrola,,Unova,Black/White/Black 2/White 2,,524
525,Boldore,,Unova,Black/White/Black 2/White 2,,525
526,Gigalith,,Unova,Black/White/Black 2/White 2,,526
527,Woobat,,Unova,Black/White/Black 2/White 2,,527
528,Swoobat,,Unova,Black/White/Black 2/White 2,,528
529,Drilbur,,Unova,Black/White/Black 2/White 2,,529
530,Excadrill,,Unova,Black/White/Black 2/White 2,,530
531,Audino,,Unova,Black/White/Black 2/White 2,,531
532,Timburr,,Unova,Black/White/Black 2/White 2,,532
533,Gurdurr,,Unova,Black/White/Black 2/White 2,,533
534,Conkeldurr,,Unova,Black/White/Black 2/White 2,,534
535,Tympole,,Unova,Black/White/Black 2/White 2,,535
536,Palpitoad,,Unova,Black/White/Black 2/White 2,,536
537,Seismitoad,,Unova,Black/White/Black 2/White 2,,537
538,Throh,,Unova,White/Black 2/White 2,,538
539,Sawk,,Unova,Black/Black 2/White 2,,539
540,Sewaddle,,Unova,Black/White/Black 2/White 2,,540
541,Swadloon,,Unova,Black/White/Black 2/White 2,,541
542,Leavanny,,Unova,Black/White/Black 2/White 2,,542
543,Venipede,,Unova,Black/White/Black 2/White 2,,543
544,Whirlipede,,Unova,Black/White/Black 2/White 2,,544
545,Scolipede,,Unova,Black/White/Black 2/White 2,,545
546,Cottonee,,Unova,Black/Black 2,,546
547,Whimsicott,,Unova,Black/Black 2,,547
548,Petilil,,Unova,White/White 2,Catch 2 (one for hisui),548
549,Lilligant,,Unova,White/White 2,,549
549,Lilligant,Hisuian,Unova,White/White 2,,10237
550,Basculin,Red-striped,Unova,Black/White/Black 2/White 2,,550
550,Basculin,Blue-striped,Unova,Black/White/Black 2/White 2,,10016
550,Basculin,White-striped,Hisui,Legends: Arceus,,10247
551,Sandile,,Unova,Black/White/Black 2/White 2,,551
552,Krokorok,,Unova,Black/White/Black 2/White 2,,552
553,Krookodile,,Unova,Black/White/Black 2/White 2,,553
554,Darumaka,,Unova,Black/White/Black 2/White 2,,554
554,Darumaka,Galarian,Galar,Sword,,10176
555,Darmanitan,,Unova,Black/White/Black 2/White 2,,555
555,Darmanitan,Galarian,Galar,Sword,,10177
556,Maractus,,Unova,Black/White/Black 2/White 2,,556
557,Dwebble,,Unova,Black/White/Black 2/White 2,,557
558,Crustle,,Unova,Black/White/Black 2/White 2,,558
559,Scraggy,,Unova,Black/White/Black 2/White 2,,559
560,Scrafty,,Unova,Black/White/Black 2/White 2,,560
561,Sigilyph,,Unova,Black/White/Black 2/White 2,,561
562,Yamask,,Unova,Black/White/Black 2/White 2,,562
562,Yamask,Galarian,Galar,Sword/Shield,,10179
563,Cofagrigus,,Unova,Black/White/Black 2/White 2,,563
564,Tirtouga,,Unova,Black/White/Black 2/White 2,,564
565,Carracosta,,Unova,Black/White/Black 2/White 2,,565
566,Archen,,Unova,Black/White/Black 2/White 2,,566
567,Archeops,,Unova,Black/White/Black 2/White 2,,567
568,Trubbish,,Unova,Black/White/Black 2/White 2,,568
569,Garbodor,,Unova,Black/White/Black 2/White 2,,569
570,Zorua,,Unova,Black/White/Black 2/White 2,,570
570,Zorua,Hisuian,Hisui,Legends: Arceus,,10238
571,Zoroark,,Unova,Black/White/Black 2/White 2,,571
571,Zoroark,Hisuian,Hisui,Legends: Arceus,,10239
572,Minccino,,Unova,Black/White/Black 2/White 2,,572
573,Cinccino,,Unova,Black/White/Black 2/White 2,,573
574,Gothita,,Unova,Black/Black 2,,574
575,Gothorita,,Unova,Black/Black 2,,575
576,Gothitelle,,Unova,Black/Black 2,,576
577,Solosis,,Unova,White/White 2,,577
578,Duosion,,Unova,White/White 2,,578
579,Reuniclus,,Unova,White/White 2,,579
580,Ducklett,,Unova,Black/White/Black 2/White 2,,580
581,Swanna,,Unova,Black/White/Black 2/White 2,,581
582,Vanillite,,Unova,Black/White/Black 2/White 2,,582
583,Vanillish,,Unova,Black/White/Black 2/White 2,,583
584,Vanilluxe,,Unova,Black/White/Black 2/White 2,,584
585,Deerling,Spring,Unova,Black/White/Black 2/White 2,,585-spring
585,Deerling,Summer,Unova,Black/White/Black 2/White 2,,585-summer
585,Deerling,Autumn,Unova,Black/White/Black 2/White 2,,585-autumn
585,Deerling,Winter,Unova,Black/White/Black 2/White 2,,585-winter
586,Sawsbuck,Spring,Unova,Black/White/Black 2/White 2,,586-spring
586,Sawsbuck,Summer,Unova,Black/White/Black 2/White 2,,586-summer
586,Sawsbuck,Autumn,Unova,Black/White/Black 2/White 2,,586-autumn
586,Sawsbuck,Winter,Unova,Black/White/Black 2/White 2,,586-winter
587,Emolga,,Unova,Black/White/Black 2/White 2,,587
588,Karrablast,,Unova,Black/White/Black 2/White 2,,588
589,Escavalier,,Unova,Black/White/Black 2/White 2,,589
590,Foongus,,Unova,Black/White/Black 2/White 2,,590
591,Amoonguss,,Unova,Black/White/Black 2/White 2,,591
592,Frillish,,Unova,Black/White/Black 2/White 2,,592
592,Frillish,Female,Unova,Black/White/Black 2/White 2,,592
593,Jellicent,,Unova,Black/White/Black 2/White 2,,593
593,Jellicent,Female,Unova,Black/White/Black 2/White 2,,593
594,Alomomola,,Unova,Black/White/Black 2/White 2,,594
595,Joltik,,Unova,Black/White/Black 2/White 2,,595
596,Galvantula,,Unova,Black/White/Black 2/White 2,,596
597,Ferroseed,,Unova,Black/White/Black 2/White 2,,597
598,Ferrothorn,,Unova,Black/White/Black 2/White 2,,598
599,Klink,,Unova,Black/White/Black 2/White 2,,599
600,Klang,,Unova,Black/White/Black 2/White 2,,600
601,Klinklang,,Unova,Black/White/Black 2/White 2,,601
602,Tynamo,,Unova,Black/White/Black 2/White 2,,602
603,Eelektrik,,Unova,Black/White/Black 2/White 2,,603
604,Eelektross,,Unova,Black/White/Black 2/White 2,,604
605,Elgyem,,Unova,Black/White/Black 2/White 2,,605
606,Beheeyem,,Unova,Black/White/Black 2/White 2,,606
607,Litwick,,Unova,Black/White/Black 2/White 2,,607
608,Lampent,,Unova,Black/White/Black 2/White 2,,608
609,Chandelure,,Unova,Black/White/Black 2/White 2,,609
610,Axew,,Unova,Black/White/Black 2/White 2,,610
611,Fraxure,,Unova,Black/White/Black 2/White 2,,611
612,Haxorus,,Unova,Black/White/Black 2/White 2,,612
613,Cubchoo,,Unova,Black/White/Black 2/White 2,,613
614,Beartic,,Unova,Black/White/Black 2/White 2,,614
615,Cryogonal,,Unova,Black/White/Black 2/White 2,,615
616,Shelmet,,Unova,Black/White/Black 2/White 2,,616
617,Accelgor,,Unova,Black/White/Black 2/White 2,,617
618,Stunfisk,,Unova,Black/White/Black 2/White 2,,618
618,Stunfisk,Galarian,Galar,Sword/Shield,,10180
619,Mienfoo,,Unova,Black/White/Black 2/White 2,,619
620,Mienshao,,Unova,Black/White/Black 2/White 2,,620
621,Druddigon,,Unova,Black/White/Black 2/White 2,,621
622,Golett,,Unova,Black/White/Black 2/White 2,,622
623,Golurk,,Unova,Black/White/Black 2/White 2,,623
624,Pawniard,,Unova,Black/White/Black 2/White 2,,624
625,Bisharp,,Unova,Black/White/Black 2/White 2,Catch 2,625
626,Bouffalant,,Unova,Black/White/Black 2/White 2,,626
627,Rufflet,,Unova,White/White 2,Catch 2,627
628,Braviary,,Unova,White/White 2,,628
628,Braviary,Hisuian,Unova,White/White 2,,10240
629,Vullaby,,Unova,Black/Black 2,,629
630,Mandibuzz,,Unova,Black/Black 2,,630
631,Heatmor,,Unova,Black/White/Black 2/White 2,,631
632,Durant,,Unova,Black/White/Black 2/White 2,,632
633,Deino,,Unova,Black/White/Black 2/White 2,,633
634,Zweilous,,Unova,Black/White/Black 2/White 2,,634
635,Hydreigon,,Unova,Black/White/Black 2/White 2,,635
636,Larvesta,,Unova,Black/White/Black 2/White 2,,636
637,Volcarona,,Unova,Black/White/Black 2/White 2,,637
638,Cobalion,,Unova,Black/White/Black 2/White 2,,638
639,Terrakion,,Unova,Black/White/Black 2/White 2,,639
640,Virizion,,Unova,Black/White/Black 2/White 2,,640
641,Tornadus,Incarnate Form,Unova,Black/Black 2/White 2/Dream Radar,,641
641,Tornadus,Therian Form,Unova,Black 2/White 2/Dream Radar/Black 2/White 2/Dream Radar,,10019
642,Thundurus,Incarnate Form,Unova,White/Black 2/White 2/Dream Radar,,642
642,Thundurus,Therian Form,Unova,Black 2/White 2/Dream Radar/Black 2/White 2/Dream Radar,,10020
643,Reshiram,,Unova,Black/White 2,,643
644,Zekrom,,Unova,White/Black 2,,644
645,Landorus,Incarnate Form,Unova,Black/White/Black 2/White 2/Dream Radar,,645
645,Landorus,Therian Form,Unova,Black 2/White 2/Dream Radar/Black 2/White 2/Dream Radar,,10021
646,Kyurem,,Unova,Black/White/Black 2/White 2,,646
647,Keldeo,,Unova,Black/White/Black 2/White 2,,647
647,Keldeo,Resolute Form,Unova,Black 2/White 2,,10024
648,Meloetta,,Unova,Black/White/Black 2/White 2,,648
649,Genesect,,Unova,Black 2/White 2,,649
650,Chespin,,Kalos,X/Y,,650
651,Quilladin,,Kalos,X/Y,,651
652,Chesnaught,,Kalos,X/Y,,652
653,Fennekin,,Kalos,X/Y,,653
654,Braixen,,Kalos,X/Y,,654
655,Delphox,,Kalos,X/Y,,655
656,Froakie,,Kalos,X/Y,,656
657,Frogadier,,Kalos,X/Y,,657
658,Greninja,,Kalos,X/Y,,658
658,Greninja,Battle Bond Ability,Alola,Moon (demo),,10116
659,Bunnelby,,Kalos,X/Y,,659
660,Diggersby,,Kalos,X/Y,,660
661,Fletchling,,Kalos,X/Y,,661
662,Fletchinder,,Kalos,X/Y,,662
663,Talonflame,,Kalos,X/Y,,663
664,Scatterbug,,Kalos,X/Y,,664
665,Spewpa,,Kalos,X/Y,,665
666,Vivillon,Icy Snow (Canada-Northwest Territories),Kalos,X/Y,,666-icy-snow
666,Vivillon,Polar (Canada-Alberta),Kalos,X/Y,,666-polar
666,Vivillon,Tundra (Japan-Aomori),Kalos,X/Y,,666-tundra
666,Vivillon,Continental (Argentina-Chubut),Kalos,X/Y,,666-continental
666,Vivillon,Garden (UK-England) [Not Ultra Sun compatible],Kalos,X/Y,,666-garden
666,Vivillon,Elegant (Japan) [Not Ultra Sun compatible],Kalos,X/Y,,666-elegant
666,Vivillon,Meadow (France-Alsace) [Not Ultra Sun compatible],Kalos,X/Y,,666-meadow
666,Vivillon,Modern (Canada-Manitoba),Kalos,X/Y,,666-modern
666,Vivillon,Marine (Chile-Antofagasta),Kalos,X/Y,,666-marine
666,Vivillon,Archipelago (Mexico-Yucatan),Kalos,X/Y,,666-archipelago
666,Vivillon,High Plains (Canada-British Columbia),Kalos,X/Y,,666-high-plains
666,Vivillon,Sandstorm (Saudi Arabia-Al Bahah),Kalos,X/Y,,666-sandstorm
666,Vivillon,River (Australia-Capital Territory) [Not Ultra Sun compatible],Kalos,X/Y,,666-river
666,Vivillon,Monsoon (Japan-Okinawa),Kalos,X/Y,,666-monsoon
666,Vivillon,Savanna (Argentina-Buenos Aires),Kalos,X/Y,,666-savanna
666,Vivillon,Sun (Belize-Belize),Kalos,X/Y,,666-sun
666,Vivillon,Ocean (Ultra Sun-Hawai'i),Kalos,X/Y,,666-ocean
666,Vivillon,Jungle (Brazil-Acre),Kalos,X/Y,,666-jungle
666,Vivillon,Fancy (Event),Kalos,X/Y/Scarlet/Violet,,666-fancy
666,Vivillon,Pokeball (Event),Kalos,X/Y,,666-poke-ball
667,Litleo,,Kalos,X/Y,,667
668,Pyroar,,Kalos,X/Y,,668
668,Pyroar,Female,Kalos,X/Y,,668
669,Flabébé,Red,Kalos,X/Y,,669-red
669,Flabébé,Yellow,Kalos,X/Y,,669-yellow
669,Flabébé,Orange,Kalos,X/Y,,669-orange
669,Flabébé,Blue,Kalos,X/Y,,669-blue
669,Flabébé,White,Kalos,X/Y,,669-white
670,Floette,Red,Kalos,X/Y,,670-red
670,Floette,Yellow,Kalos,X/Y,,670-yellow
670,Floette,Orange,Kalos,X/Y,,670-orange
670,Floette,Blue,Kalos,X/Y,,670-blue
670,Floette,White,Kalos,X/Y,,670-white
671,Florges,Red,Kalos,X/Y,,671-red
671,Florges,Yellow,Kalos,X/Y,,671-yellow
671,Florges,Orange,Kalos,X/Y,,671-orange
671,Florges,Blue,Kalos,X/Y,,671-blue
671,Florges,White,Kalos,X/Y,,671-white
672,Skiddo,,Kalos,X/Y,,672
673,Gogoat,,Kalos,X/Y,,673
674,Pancham,,Kalos,X/Y,,674
675,Pangoro,,Kalos,X/Y,,675
676,Furfrou,,Kalos,X/Y,,676
676,Furfrou,Heart,Go,Go,,676-heart
676,Furfrou,Star,Go,Go,,676-star
676,Furfrou,Diamond,Go,Go,,676-diamond
676,Furfrou,Debutante,Go,Go,,676-debutante
676,Furfrou,Matron,Go,Go,,676-matron
676,Furfrou,Dandy,Go,Go,,676-dandy
676,Furfrou,La Reine,Go,Go,,676-la-reine
676,Furfrou,Kabuki,Go,Go,,676-kabuki
676,Furfrou,Pharaoh,Go,Go,,676-pharaoh
677,Espurr,,Kalos,X/Y,,677
678,Meowstic,,Kalos,X/Y,,678
678,Meowstic,Female,Kalos,X/Y,,678
679,Honedge,,Kalos,X/Y,,679
680,Doublade,,Kalos,X/Y,,680
681,Aegislash,,Kalos,X/Y,,681
682,Spritzee,,Kalos,Y,,682
683,Aromatisse,,Kalos,Y,,683
684,Swirlix,,Kalos,X,,684
685,Slurpuff,,Kalos,X,,685
686,Inkay,,Kalos,X/Y,,686
687,Malamar,,Kalos,X/Y,,687
688,Binacle,,Kalos,X/Y,,688
689,Barbaracle,,Kalos,X/Y,,689
690,Skrelp,,Kalos,Y,,690
691,Dragalge,,Kalos,Y,,691
692,Clauncher,,Kalos,X,,692
693,Clawitzer,,Kalos,X,,693
694,Helioptile,,Kalos,X/Y,,694
695,Heliolisk,,Kalos,X/Y,,695
696,Tyrunt,,Kalos,X/Y,,696
697,Tyrantrum,,Kalos,X/Y,,697
698,Amaura,,Kalos,X/Y,,698
699,Aurorus,,Kalos,X/Y,,699
700,Sylveon,,Kanto,Red/Blue/Yellow/LG: Pikachu/LG: Eevee,,700
701,Hawlucha,,Kalos,X/Y,,701
702,Dedenne,,Kalos,X/Y,,702
703,Carbink,,Kalos,X/Y,,703
704,Goomy,,Kalos,X/Y,x3 (hisui),704
705,Sliggoo,,Kalos,X/Y,,705
705,Sliggoo,Hisuian,Kalos,X/Y,,10241
706,Goodra,,Kalos,X/Y,,706
706,Goodra,Hisuian,Kalos,X/Y,,10242
707,Klefki,,Kalos,X/Y,,707
708,Phantump,,Kalos,X/Y,,708
709,Trevenant,,Kalos,X/Y,,709
710,Pumpkaboo,Small,Kalos,X/Y,,10027
710,Pumpkaboo,Medium,Kalos,X/Y,,710
710,Pumpkaboo,Large,Kalos,X/Y,,10028
710,Pumpkaboo,Super,Kalos,X/Y,,10029
711,Gourgeist,Small,Kalos,X/Y,,10030
711,Gourgeist,Medium,Kalos,X/Y,,711
711,Gourgeist,Large,Kalos,X/Y,,10031
711,Gourgeist,Super,Kalos,X/Y,,10032
712,Bergmite,,Kalos,X/Y,Catch 2 (one for hisui),712
713,Avalugg,,Kalos,X/Y,,713
713,Avalugg,Hisuian,Kalos,X/Y,,10243
714,Noibat,,Kalos,X/Y,,714
715,Noivern,,Kalos,X/Y,,715
716,Xerneas,,Kalos,X,,716
717,Yveltal,,Kalos,Y,,717
718,Zygarde,10%,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10181
718,Zygarde,10% Power Construct,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10118
718,Zygarde,50%,Kalos,X/Y,,718
718,Zygarde,50% Power Construct,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10119
719,Diancie,,Kalos,X/Y,,719
720,Hoopa,Confined,Kalos,X/Y,,720
720,Hoopa,Unbound,Kalos,X/Y,,10086
721,Volcanion,,Kalos,X/Y,,721
722,Rowlet,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,Catch 2 (one for hisui),722
723,Dartrix,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,723
724,Decidueye,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,724
724,Decidueye,Hisuian,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10244
725,Litten,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,725
726,Torracat,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,726
727,Incineroar,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,727
728,Popplio,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,728
729,Brionne,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,729
730,Primarina,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,730
731,Pikipek,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,731
732,Trumbeak,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,732
733,Toucannon,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,733
734,Yungoos,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,734
735,Gumshoos,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,735
736,Grubbin,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,736
737,Charjabug,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,737
738,Vikavolt,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,738
739,Crabrawler,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,739
740,Crabominable,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,740
741,Oricorio,Baile (Red),Alola,Sun/Moon/Ultra Sun/Ultra Moon,,741
741,Oricorio,Pom-pom (yellow),Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10123
741,Oricorio,Pa'u (pink),Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10124
741,Oricorio,Sensu (purple),Alola,Sun/Moon/Ultra Sun/Ultra Moon,,10125
742,Cutiefly,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,742
743,Ribombee,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,743
744,Rockruff,,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,744
744,Rockruff,Own Tempo,Alola,Sun/Moon/Ultra Sun/Ultra Moon,,744
